 Title_id	Title	Plot	Awards	totalSeasons	Year	Rated	Runtime	Director	Actors	Language	Type
tt8618498	The Adventure of Qiqi and Keke				2006–2007		9 min		Juan Liu, Ting Yan, Shizhi Liang, Huaiwu Zhang	Mandarin	series
tt8618494	Más vale tarde				2012–				Mamen Mendizábal, Hilario Pino, Teo Lozano, Manuel Marlasca	Spanish	series
tt8618456	Z4		1 win.	1.0	2018–		30 min		Werner Schünemann, Matheus Lustosa, Pedro Rezende, Apollo Costa	Portuguese	series
tt8618444	Magic Boy Kitchener	Magic Boy Kitchener is a Chinese animated series, made of 150 consecutive episodes, currently broadcast on CCTV. The series takes place in the late Qing Dynasty, during the era of the Empress Dowager Cixi.			2007		20 min		Ting Yan, Juan Liu, Jie Liu, Hua Jiang	Mandarin	series
tt8618442	Dead Patrol				2007				Brandon Keenan, Joanna Lowe	English	series
tt8618390	New For You				2017–2018				Kelly Mumme, Sophie Forbes, Christine O'Donnell	English	series
tt8618372	Lan mao long qi tuan			3.0	2009–				Feng Wang, Ling Zeng, Ping Ge, Yilin Fu	Mandarin	series
tt8618286	Nubile Films			27.0	2012–				Gina Gerson, Aidra Fox, Riley Reid		series
tt8618220	Spiderman in the Rhineland				2016–				Alex Horatio, Magos Sigma	English	series
tt8617846	The Smokie Show	Smokie is the Show to show off local businesses and what they do with the trusted friend Smokie. Smokie is a wolf wanting to get to know everyone.			2017–		6 min		Stephen Groo	English	series
tt8617616	Strangers To Fan Fiction	14 friends delve deep into the internet once a month to read out the weirdest and creepiest fan fictions ever written.		2.0	2018–	TV-MA	60 min		Alex Storms, Hermes Meco	English	series
tt8617566	Flipped Switch				2008–2009		10 min		Edward J. Mallillin, Cheryl Noe, Earl Baylon, Anthony D'Alessandro	English	series
tt8617510	Famílies				2018–					Catalan	series
tt8617390	FYI First Edition				1986–1987				Jay Campbell, Susan Elliot, Jayne Hughes, Darrell MacInnis	English	series
tt8617120	Familienparty				1963		90 min		Helmut Brasch, Fifi Brix, Heidrun Deutschmann, Suzanne Doucet	German	series
tt8616896	33 odgovora				2017		26 min		Vladislav Mihailovic, Tomislav Trifunovic, Toma Kuruzovic, Mikica Petronijevic	Serbian	series
tt8616144	Comedy Nights Bachao Taaza				2016–2017		65 min		Krishna Abhishek, Manan Desai, Bharti Singh, Mona Singh	Hindi	series
tt8616076	Weekend Live	The latest news, sport and politics live from Sky News Melbourne.			2016–		240 min		Scott Morrison, Georgina Downer, Brett Whiteley, Danica De Giorgio	English	series
tt8615970	Heff der Chef - Hörspielserie			1.0	2010–				Wolfgang Bahro, Marius Fietzek Winter, Chris Norman Geyer, Yesim Meisheit	German	series
tt8615966	13 Reasons Why: Beyond the Reasons	Actors behind the instant cult classic discuss the messages of which they aimed to get across.		2.0	2017–2019	TV-MA			Jay Asher, Alisha Boe, Brandon Flynn, Selena Gomez		series
tt8615960	Ultra Simple Golf with Muss & Don Gammon	ULTRA SIMPLE GOLF, Created out of a love for golf and the deep insight gained on the PGA circuit, founders Muss Gammon and his son, Don, have developed these techniques to make it more ...			2008				Don Gammon, Muss Gammon	English	series
tt8615894	Comedy Central Stand-Up, Asia!				2016–				Jim Brewsky, Alex Calleja, Eliot Chang, Sharul Channa	English	series
tt8615734	PA-Gals	The series revolves around a millennial take on how three unmarried girls tackle all things together and deal with everything that comes their way.			2017–2018				Srishti Shrivastava, Ronjini Chakraborty, Akanksha Thakur, Rudraksh Thakur	Hindi	series
tt8615654	Alitheies me ti Zina				2015–				Zina Koutselini, Valenthia Digeni, Spiros Dimitriou, Tsochantari Ria	Greek	series
tt8615590	Shopping Star				2016–		69 min		Vicky Kaya, Maria Fotou, Gogo Garifallou, Vangelis Harisopoulos	Greek	series
tt8615558	Istories				2016–				Alexis Papahelas, Anastasia Kosioni, Pavlos Tsimas, Tasos Telloglou	Greek	series
tt8615524	One Shot Not		1 nomination.		2007–2011				Manu Katché, Alice Tumler, Kyle Eastwood, Bryan Ferry	French	series
tt8615502	Fygokentros				2016–		40 min		Despoina Botitsi	Greek	series
tt8615474	Pame stoihima				2016–		10 min		Kostas Hitas	Greek	series
tt8615470	Voor de Leeuwen				2017				Nic De Houwer, Dries De Vis, Peter Hens, Anouck Luyten	Dutch	series
tt8615464	Live News				2015–				Nikos Evangelatos, Eleni Kalogeropoulou, Amalia Katzou, Dimitris Markopoulos	Greek	series
tt8615450	Tatiana Live				2017–				Tatiana Stefanidou, Lina Drouga, Sofia Pappa, Lila Stabouloglou	Greek	series
tt8615410	Ftiaxe kafe... na sta po!				2016–				Katerina Kainourgiou	Greek	series
tt8615400	How the NHS Changed Our World	Made to commemorate the 70th anniversary of the creation of Britain's National Health Service, this series looks at some of the pioneering work that the NHS has performed.		1.0	2018		30 min		Oscar Duke, Aarti Jagannath, Hilary Jones, Kirsten O'Brien		series
tt8615376	Angry Birds BirLd Cup	"As the world's greatest football players assemble in Russia, the Angry Birds are hosting a competition of their own. Welcome to ""Angry Birds: BirLd Cup"" where teams of kids are joined by ..."		1.0	2018				Oliver Akers, Alfie Andrew, Dominic Calvert-Lewin, Ruby Clark	English	series
tt8615370	Shades of Black	Emotions flare for in the lives of executives at a top ad agency and in the lives of those who love them.			2018–				Edem Atsu-Swanzy, Brittany Black, Paul Black, Meggie Cherilus	English	series
tt8615360	Café Mo				1963–1965		35 min		Billy Mo	German	series
tt8615356	Volume				2016–		56 min			Greek	series
tt8615336	Enallaktika artopoiimata				2016–		50 min		Haris Mavroudis, Mirto Alikaki	Greek	series
tt8615314	Proini anagnosi				2017–		60 min		Giorgos Gavalas, Liana Kanelli, Kelly Kontogeorgi	Greek	series
tt8615268	BET X: Live!				2018–		120 min		Trevor Jackson, Amara La Negra, Safaree	English	series
tt8615102	Café CNN				2011–				Carlos Montero, Alejandra Gutierrez Oraa, Maria Alejandra Requena	Spanish	series
tt8615092	CNN Dinero				2011–				María Sofía Aguirre, Gabriela Frías, Juan Carlos Hidalgo, Claudio Loser	Spanish	series
tt8615080	Conclusiones		2 nominations.		2011–				Fernando del Rincon	Spanish	series
tt8615068	Media Glitch			3.0	2012–				Joel Vallie, Joan Marie Yazze Gallegos	English	series
tt8615058	Colony: The Official Podcast	SYFY WIRE's Tara Bennett and members of the cast and crew of USA's Colony (2016) break down each episode of the alien invasion drama.		2.0	2017–		30 min		Tara Bennett, Ryan J. Condal, Wes Tooke	English	series
tt8614978	Living with Anna				2010				Abella Anderson	English	series
tt8614792	This Animated Life				2018–				Dayci Brookshire, Alan Denton, Stephie Theodora	English	series
tt8614764	Country Crush TV	Welcome to Country Crush, a show that gives you tips on traveling the world like a local. Check out unique travel destinations, learn about unusual activities and meet interesting artists, ...			2016–				Lauren Gibson	English, Vietnamese, French	series
tt8614688	Alternativa				2017–2018		52 min		Babis Hristakopoulos	Greek	series
tt8614628	Stin kouzina ton metanaston				2017–2018		30 min		Nestor Kopsidas	Greek	series
tt8614482	A Recap of the year of 1955			1.0	2018				Claire Callister, Gavin Green, Sophia Jones, Ewan Kalley	English	series
tt8614476	Ora moudial				2018				Giorgos Lykouropoulos, Periklis Makris	Greek	series
tt8614470	Mikti zoni				2018				Vasilis Bakopoulos, Petros Mavrogiannidis, Katerina Anastasopoulou	Greek	series
tt8614372	Alli diastasi me ton Kosta Arvaniti				2018–		85 min		Kostas Arvanitis	Greek	series
tt8614370	El Antivlog				2016–2017				Celia de Molina, Natalia de Molina	Spanish	series
tt8614132	Zack Morris Is Trash	"A narrator summarizes the various antics of ""Saved by the Bell"" protagonist Zack Morris, and how they make him one of the most ruthlessly unlikable characters in sitcom history."			2017–	TV-14	4 min		Dashiell Driscoll, Jason Flowers	English	series
tt8614052	Draft Everything	Four contestants try to draft the best possible team, with the winner being crowned Grand Fantasy Champion and given eighty dollars. This is Draft Everything.		1.0	2018				Tim Gilbert, Jackie Pirico	English	series
tt8613970	ESL: Replay				2017				Benjamin Graham	English	series
tt8613914	The Window	A look at the multi-billion dollar business surrounding international professional football where players are bought and sold at the end of the English Super League season.			2019–				Tommy Bastow, Samuel Jordan, Mel Raido, Jodie Tyack		series
tt8613902	Los 7 Sin Límites				2016		72 min		Diego Canessa, Daniela Estay, Daniel Fajuri, Felipe Garrido	Spanish	series
tt8613884	Cuban Tales	A modern aged daughter struggles to make sense of her paranoid, overprotective and slightly crazy mothers' antiquated mentality. Ultimately realizing that her mother is usually, if not always, right.		1.0	2018–		45 min		Jessica Pacheco, Paloma Morales	English	series
tt8613776	Kommissar Dupin	By disciplinary action, police chief Georges Dupin is transferred from Paris to Concarneau, in Brittany. His investigations make us visit the most beautiful landscapes in Brittany, that grumpy city dweller will learn to appreciate.		1.0	2014–		90 min		Pasquale Aleardi, Jan Georg Schütte, Annika Blendl, Ludwig Blochberger	German	series
tt8613738	Dra. Darci			1.0	2018		45 min		Tom Cavalcante, Fabiana Karla, Manuela Aidar, Fernanda Concon	Portuguese	series
tt8613538	Más que fútbol			1.0	2013–				Juan Pablo Varsky, Matías Martin	Spanish	series
tt8613504	The Hirsches Care About The Earth	Judy and Ira Hirsch care about the earth on a daily basis. They just want to help. And they want you to help too.			2018–		15 min		Ben Boodman, John Kirk, Suzanne Sole	English	series
tt8613238	Team Alpin			1.0	2018–				Johanna von Gutzeit, Daniel Fritz, Daniel Gawlowski, Olivia Pascal	German	series
tt8612956	Te volveré a encontrar	A young woman named Lucy searches for answers about her past. In her quest, she unravels the mystery of Rosa María, the woman who raised Lucy after losing her memory in an accident.		1.0	2020–		60 min		Alondra García Miró, Denisse Dibós, George Slebi, Pablo Heredia	Spanish	series
tt8612936	ESL Bootcamp: Immortals				2017					English	series
tt8612122	The Mermaid	An elusive mermaid pursued by an illegal treasure hunter finds herself caught in a star crossed love affair, which threatens her survival in a town fueled by blackmail and secrets hidden in the sea, in her quest of newfound freedom.			2018–				Natalie Paige Bentley, Stephen Preston, Maria Conchita Alonso, Eric Roberts		series
tt8612106	Brush				2018–		55 min		Roxanne Barcelo, Ricci Chan, Elia Ilano, Echo Lang	Filipino	series
tt8612066	At the Dolphin Bay	Legend has it a dolphin once helped to reunite a pair of tragic lovers. From then on, the well-adored animal became the guardian of love. At Dolphin Bay, a tale of love and myth continues.			2003				Angela Shao-Han Chang, Joyce Chao, Jill Hsu, Ambrose Hui	Mandarin, English	series
tt8612038	The Late Night Alternative				2016–		180 min		Iain Lee, Katherine Boyle	English	series
tt8611934	Around The League			1.0	2018–				Nico Suave Regoli	English	series
tt8611880	Messiah	"The story of Messiah, a failed musician/restaurateur, his loyal sidekick Ziv, and the workers of ""Messiah Inn"", Meiravi, Armond and Tanya on their way to ""The Top""."	1 win & 1 nomination.		2018–		30 min		Dani Avnaim, Amit Itzcar, Dana Ivgy, Udi Kagan	Hebrew	series
tt8611874	Vailskibum94	Wanna keep up with the current events in animation or just check out some reviews? Look no further. If it's a cartoon or a movie, there's a pretty high chance I'll talk about it.			2013–		11 min		Vailskibum94	English	series
tt8611850	Movie WarZone	A competition of personalities as they enter the Movie WarZone to become the champion.		1.0	2018–				Timothy Smith, Jake Maringoni, Jessica Morgan	English	series
tt8611552	A Day Before Us	An animated Korean drama revolving around four characters and their sweet love stories.			2018–					Korean	series
tt8611524	Legend of the Three Caballeros	Donald Duck, Jóse Carioca and Panchito Pistoles find themselves inheritors of a heroic legacy, and resume their ancestors' quest with the aid of a valiant Greek goddess.		1.0	2018	TV-G	22 min		Tony Anselmo, Dee Bradley Baker, Eric Bauza, Jaime Camil	English	series
tt8611202	Videospielhelden: Hörspielserie				2010–					German	series
tt8611198	Holy Horror: Hörspielserie				2018–					German	series
tt8611194	Holy Klassiker: Hörspielserie				2016–				Wolfgang Bahro, Patrick Arthur, Dirk Hardegen, Kim Hasper	German	series
tt8611190	Die Fussballbande: Hörspielserie				2017–					German	series
tt8611188	Cyberdetective: Hörspielserie				2016–				Eva Habermann	German	series
tt8611186	Drachenlanze: Hörspielserie				2011–2012					German	series
tt8611184	Merle Trilogy: Hörspielserie				2017				Helmut Ahner, Yara Blümel, Bert Franzke, Wanja Gerick	German	series
tt8611180	Arkadien Trilogy: Hörspielserie			1.0	2018					German	series
tt8611060	Aquí hay madroño				2018–				Carmen Alcayde, David Valldeperas, Fede Arias, Saulo Fernández	Spanish	series
tt8610988	Ratamo	A fast-paced action-thriller about the Finnish Security Intelligence Service detective Arto Ratamo who is assigned a very delicate case that threatens the national security of Finland. The ...		1.0	2018–		42 min		Samuel Vauramo, Saara Kotkaniemi, Andrei Tsumak, Marjaana Maijala	Finnish	series
tt8610936	Made in Africa				2018		24 min			English	series
tt8610682	Haier Brothers: 20th Anniversary Remake Edition				2015–2016		11 min		Yanan Tang, Yang Wang, Teng Teng, Hewei Zou	Mandarin	series
tt8610638	SJWeekly			1.0	2018–				ShortFatOtaku	English	series
tt8610588	Sturmkönige Trilogy - Hörspielserie	In Swedish with English subtitles. Jakob Eklund stars as tough Gothenburg cop Johan Falk in the three hit feature films that introduced the character to audiences worldwide. The Johan Falk ...			2019				Tobias Kluckert	German	series
tt8610392	Nate Is Late	Every morning, 11-year-olds, Nate and Malika leave home 30 minutes early to go to school, and yet every morning they arrive late. That's because every morning, something AMAZING happens on ...		1.0	2018				Sarah Aubrey, Sarah Aubrey, Jane Ubrien	English, French	series
tt8610382	Homens querem casar, mulheres querem sexo				2013				Antônio Sérgio Firmino	Portuguese	series
tt8610262	Rick & Greg	Rick and Greg are two really amazing guys that live next door. Any gal would be crazy lucky to have them in their lives, if only they could be number one. That would be awesome.		1.0	2018				Jen Cholette, Cristina Cugliandro	English	series
tt8610236	60 Second Reviews				2015–2016				Jacob Pierce	English	series
tt8610234	Oregon Voter Digest				1980–		59 min		Bruce Broussard	English	series
tt8610212	The Gloaming	When an unidentified woman is found brutally murdered, Detective Molly McGee teams up with fellow cop, Alex O'Connell, with whom she shares a tragic past, to solve the crime.	3 nominations.	1.0	2020–	TV-MA	50 min		Emma Booth, Ewen Leslie, Aaron Pedersen, Rena Owen	English	series
tt8610164	Die Letzten Helden - Hörspielserie				2010–				Ingo Albrecht, Kim Hasper, Tobias Kluckert, Christian Rode	German	series
tt8610082	Monsters at Work	A Monsters, Inc. series set 6 months after the Monsters, Inc. film about the monsters getting their energy from children's laughs instead of their screams.			2021–				Lucas Neff, Aisha Tyler, Henry Winkler	English	series
tt8609332	The War of 1945				2015–				Chelsey Mark, Zhou Zheng Bo, Yan Tang, Zhang Lu Yi		series
tt8609154	Rot				2017–2018				Zanele Sidzumo Baqwa, Numa Edema, Asta Busingye Lydersen, Emily Bøe Philistin	Norwegian	series
tt8609142	AK entre nos			1.0	2018–				Vicky Arellano	Spanish	series
tt8609092	Mystery or Myth?	This series covers the most infamous and popular legends in the American folklore such as Bigfoot, Moth-man, Vampires, Werewolves and many more.		1.0	2018–		5 min			English, Spanish	series
tt8609062	Rhino Blog	Powerful series about heroes on the ground saving rhinos. Presented by award winning journalist Bonné de Bod on DStv's 'People's Weather' and seen around the world.			2016–		5 min		Bonné de Bod	English	series
tt8608740	Season in 60 Seconds				2016–				Marshall Stratton, David Ingber, Robert King, James Coker	English	series
tt8608700	Steinberg	The story of Samuel Steinberg, the Montreal grocer who will revolutionize the world of food with these supermarkets that bore his name.			1996				Jasmine Dubé, Rémi Laurin-Ouellette, Patrick Olafson-Henault, Antoine Brûlé	French	series
tt8608484	Furiously French	Two seriously skilled and furiously feisty French men come to America in search of their US dream. A very French action and comedy web series starring action actors Daniel Locicero and Julien Briau.			2017				Julien Briau, Daniel Locicero	English, French	series
tt8608282	A Girl's Guide to Ghosting				2018–				Kirsten D'Addio, Mia Fraboni, Spencer Paez, Matt Devine	English	series
tt8608084	Cooking in the Trap				2016–2017				Patrick Noth	English	series
tt8607794	Complex x Fuse				2017–				Joji, Lena Waithe, Rich Brian, Allen Iverson	English	series
tt8607128	3:00 A.M.	Nick Nocturne reads three stories: a truth, a myth and a lie and prompts audience to guess which is which.			2016		8 min		Nick Nocturne	English	series
tt8606930	MasterChef			5.0	2012–				Magdalena Gessler, Michel Moran, Anna Starmach	Polish	series
tt8606894	Mister Tachyon	Part real and part faux documentary about the mysterious Mister Tachyon who explores popular fringe science topics to find the cure for his invisibility.	1 win & 1 nomination.	1.0	2018–				Rollie Pemberton, Pascal Atuma		series
tt8603528	The Untold Story of the 90s	Beginning with the rise of partisan politics and the unexpected origins of the Monica Lewinsky scandal, the origins of today's world are explored by investigating the rise of gay rights, ...		1.0	2018–						series
tt8603152	Singhasan Battisi	Imagine a world, when there was no Harry Potter, no world of Narnia. Yet there was magic as never seen before, Villians more powerful than ever. And to fight them all single handedly was ...			2011–2012		22 min			Hindi	series
tt8603126	Tales of Akbar & Birbal	Tales of Akbar and Birbal are surely one of the best-loved figures in the folklore of India. For generations their stories have delighted children and grown-ups alike, all over India. The ...			2003–2004		22 min			Hindi, English, Tamil, Marathi	series
tt8603112	Fambly				2011–2015				Dan Black, David Bluvband, Zach Broussard, Nicole Byer	English	series
tt8602944	Shirts-On Summer				2013				Jon Bander, Emily Shapiro	English	series
tt8602890	Chandramukhi Tv Serial				2007–2008				Mamik Singh, Sachin Khurana, Vindu Dara Singh, Raja Chaudhary	Hindi	series
tt8602828	Housemates	Housemates is the new show that explores themes of relationships, education and cultural identity, during a day in the life of three best friends, Ashley, Leon and Kwame.		1.0	2018–				Jade Abode, Greg David Monga, Anthony Vander	English	series
tt8602792	Agent v kapse			1.0	2018–		13 min		Václav Jílek, Jan Vokrouhlecký, Mariana Franclová, Adrian Gabaj	Czech	series
tt8602758	Life XP			1.0	2019–				Cassandra Ebner, Lindsay Navarro, Jagen Johnson, Enid-Raye Adams	English	series
tt8602720	Master Builder Dave: Let's Build!			1.0	2015–				David Kuskie		series
tt8602714	Master Builder Dave: Brick Loot Unboxings				2016–				David Kuskie		series
tt8602710	Master Builder Dave: #BrickSwag Unboxings				2016–				David Kuskie	English	series
tt8602664	Die Letzten Helden			1.0	2019–				Volker Brandt, Wanja Gerick, Tanya Kahana, Manfred Lehmann	German	series
tt8602652	The Single Life			1.0	2018–				Tecoya Harris, Elijah Jamal, Chris Louis, William Pinkham	English	series
tt8602648	Episkeptirio	A tribute to the actors Elias Kunelas and Ifiyeneia Griva that bring the art of theatre to hospitalized fellow citizens, giving them solidarity and hope. The documentary refers to an action...			2018		60 min		Ifiyeneia Griva, Elias Kounelas	Greek	series
tt8602486	Every day is Friday			2.0	2019–				Ayrton Neto, Christopher Schmits, Jeremy de Leur	English	series
tt8602458	Don't Suck			1.0	2018–				Tyler Martin, Katie Ailion, David Gow, Chrisopher Trepinski	English	series
tt8602436	Artscape	This exciting half-hour documentary follows Colombian born artist Maria Fernanda Cardoso in the lead up to her next exhibition. She has been fascinated by nature and the intricacies of sex ...			2009–2012				Virginia Trioli, Deborra-Lee Furness	English	series
tt8602408	Holly Hobbie	Holly Hobbie has lived her whole life in the small town of Collinsville. Holly's a 13-year-old singer-songwriter who's got her best friends and close-knit family by her side, but she's ...	4 wins & 24 nominations.	1.0	2018–	TV-PG			Ruby Jay, Saara Chaudry, Kamaia Fairburn, Charles Vandervaart	English	series
tt8602402	Implacables				2014–		120 min		Pablo Costas	Spanish	series
tt8602306	#DontBeMine	We re-enact YOUR awkward dating stories. #DontBeMine.		1.0	2016–2018				Robyn Lynne Norris	English	series
tt8602274	Holk Master-class, ABC of Strategy, Marketing & Communications. Part VIII: Entrepreneurship	Holk Master-class features animated academic models and interviews with acclaimed entrepreneurs, professors and business executives.			2018				Benjamin Holk Henriksen	English	series
tt8602260	Holk Master-class, ABC of Strategy, Marketing & Communications. Part VII: HR management and innovation.	Holk Master-class features animated academic models and interviews with acclaimed entrepreneurs, professors and business executives.			2018				David Angelo	English	series
tt8602254	Holk Master-class, ABC of Strategy, Marketing & Communications. Part VI. Global management	Holk Master-class features animated academic models and interviews with acclaimed entrepreneurs, professors and business executives.			2018				Matthew Bagwell	English	series
tt8602248	Holk Master-class, ABC of Strategy, Marketing & Communications. Part V: Digital marketing and social media.	Holk Master-class features animated academic models and interviews with acclaimed entrepreneurs, professors and business executives.			2018				David Angelo	English	series
tt8602242	Holk Master-clas, ABC of Strategy, Marketing and Communications. Part IV: Media activation	Holk Master-class features animated academic models and interviews with acclaimed entrepreneurs, professors and business executives.			2018				David Angelo	English	series
tt8602214	Holk Master-class, ABC of Strategy, Marketing and Communications. Part III. Communication campaign development.				2018				Benjamin Holk Henriksen	English	series
tt8602198	Holk Master-class, ABC of Strategy, Marketing and Communications. Part II. Strategic planning and branding.	Holk Master-class features animated academic models and interviews with acclaimed entrepreneurs, professors and business executives.			2018				Mikkel Borg Bjergsø	English	series
tt8602158	Holk Master-class, ABC of Strategy, Marketing & Communications. Part I. Strategic planning and branding.	Holk Master-class features animated academic models and interviews with acclaimed entrepreneurs, professors and business executives.			2018				Benjamin Holk Henriksen	English	series
tt8602010	Bad Box Art	An improv game show where gaming experts and comedians try to piece together the plot of an obscure game based solely on its box art, working together to create predictions of key ...			2016–2017		7 min		James Caddick, Alexander Gross, Emily Gonzalez, Brodie Reed	English	series
tt8601932	Aviez-vous remarqué ?				2015–				Yoann Sardet	French	series
tt8601860	Breakfast with Granny	A 73 year old foul mouthed granny. Her 30 year old simpleton grandson from small town Kansas and a Hollywood celebrity. What could go wrong with this setting? Enjoy the shenanigans as they eat blueberry pancakes and talk about their lives.		1.0	2018–				Peggy Glenn	English	series
tt8601702	Unit Tapes			1.0	2018–				Phoenix Emrys, Annabel Davis, Jo Asker, Tim Lemmens	English	series
tt8601604	Biele vrany a hrdinovia medzi nami	Behind many ailments in our society is indifference and corruption. We can find them in almost every sphere of our lives. We expect this to change.			2018–				Erik Baláz, Dusan D. Brezány, Zuzana Caputová, Anna Cehelská	Slovak	series
tt8600810	Starship Moonhawk: The Animated Series				2017–				Olivia Brown, Kaylie Horsley, James Larabee, Morgan Larabee	English	series
tt8599774	Rosie				1988		29 min		Eckard Rabe, Graham Armitage, Will Bernard, Helga Botha	Afrikaans	series
tt8599600	Midweek Sports Special				1978–1991				Brian Moore, Nick Owen, Steve Rider	English	series
tt8599502	Absurd	A comedy web series with no rules. Every episode improvised. Uploaded sporadically.			2018–				Marina Bruno, Jessica Reinboldt	English	series
tt8599266	Bitti Business Wali	Bitti as a hardworking woman who aspires to gain financial independence, being aware that it might invite naysayers in her small town.			2018–				Abhishek Bajaj, Abhishek Gupta, Neha Kaul, Arshi Khan		series
tt8599260	Anatomy of An Antihero 4 redemption		12 wins & 4 nominations.		2018–2019				Venilda Cintron, Myles Cranford, Alan Delabie, Isabelle Demahieu	English	series
tt8599164	AM Agenda				2008–		60 min		Mathias Cormann, Georgina Downer, James Curran, Scott Morrison	English	series
tt8599038	Alphabet				2015–2016				Cassandra Lee, Rizky Nazar, Surya Saputra, Ira Wibowo	Indonesian	series
tt8598730	Das erste Mal ... Europa!				2018		25 min		Louisa Masciullo, Philipp Schmitz-Eisen	German	series
tt8598690	False Identity	Diego is a hustler and involved in high stakes criminal activity, including tapping into an oil refinery pipeline and stealing gasoline to resell at a vastly decreased cost. Forced to leave...	1 nomination.	2.0	2018–	TV-14			Luis Ernesto Franco, Samadhi Zendejas, Eduardo Yáñez, Barbie Casillas	Spanish	series
tt8598682	Horrorsphere				2016–2017				Mathew Fisher, David McDonough	English	series
tt8598566	Mafia Ties	#MafiaTies A Organized Crime Drama and Love Story about The Notorious Vercelli Family and 2 child hood best friends 2 kids growing up in The life of Organized Crime, Drugs Wars, Lies, Family secrets and Murder.			2018–				Delaney Hathaway, Chris Ketler, Peter Georgo, Steven Hudson	English	series
tt8598564	Mr CamelToe				2005–2006				Alex Gonz, J.T. Money	English	series
tt8598520	Triggered				2018–				Jordan M. Lacroix	English	series
tt8598502	The Other One				2019–						series
tt8598464	How the Game is Played	Meet world-class competitors and get an inside look at their unique preparations, methods, and rituals and what makes them amazing at their game of choice.			2018–				Gus Alexandropoulos, Adam Becker, Dan Beeson, Francis Bilodeau	English	series
tt8598266	Murder Decoded	In the wake of every murder, clues appear. Murder Decoded tells forensics-driven stories of committed investigators deciphering which clues mean nothing and which ones will put a killer behind bars and bring justice to victims' loved ones.		1.0	2018–				Michael David Yuhl, Bonnie Kourvelas, Daniel Lukes, Albert L. Taylor	English	series
tt8598154	Howie Mandel's Animals Doing Things			1.0	2018–				Howie Mandel, Apryl Boyle	English	series
tt8598038	Espelho da Vida	Cris, a promising actress accompanies her fiance, Alain, to Rosa Branca. On arrival, she will discover that she is a reincarnation of Julia Castelo, a woman who was mysteriously murdered in the 1930s.	6 wins & 7 nominations.	1.0	2018–2019				Vitória Strada, João Vicente de Castro, Alinne Moraes, Rafael Cardoso	Portuguese	series
tt8598018	Louise contre-attaque				2010–2011				Louise Ekland, Claire Touzard, Carine Durand, André Manoukian	French	series
tt8597888	The Grape Escape	Travel the World's most amazing vineyards in the Grape Escape.			2018–				Kristen Laffey		series
tt8597874	Ask the Astronaut				2017				Michael Massimino	English	series
tt8597818	Dojo Pro	Dojo Pro presents the ultimate professional wrestling opportunity, but with a new twist. A gauntlet competition in which 13 independent wrestlers fight their way up the ladder. The winner ...		1.0	2018–				Jeffrey Cobb	English	series
tt8597800	CoryxKenshin Animated				2015–	TV-PG	4 min		TheArtGuitar, Cory Williams	English	series
tt8597784	Scenes from a Real Marriage		1 win.		2018–		10 min		Michelle Krusiec, Scott Rodgers, Dana L. Wilson	English	series
tt8597756	Your Baby, My Body	Pregnancy in the modern world is so confusing. In this series, Samson D'Jackal walks you through the answers to your toughest questions, with a little bit of fun as well (no fun guaranteed).		1.0	2015	Unrated			Costa Lapaseotes	English	series
tt8597524	Starter Kit	Whether you're new to them or just want to learn more, join host & dungeon master Jason Charles Miller and his guests Mike Phirman, Mixi Demner, Angela Webber, Hal Sparks, and Carmel Helene...		4.0	2017–				Mixi Demner	English	series
tt8597462	Movie Night With Karlie Kloss			1.0	2017–				Karlie Kloss	English	series
tt8597440	Game Engine	Erika and Trisha present the latest news in gaming and technology while interacting with the audience's input. Developers, gamers, and others in the games industry join our hosts to experience the hottest tabletop and video games.		3.0	2016–				Erika Ishii, Trisha Hershberger, Sonja Reid	English	series
tt8597326	Pequeñas coincidencias	Marta and Javier see no reason to find a mate and settle down until their biological clocks start ticking.	1 nomination.	3.0	2018–2021	TV-14			Marta Hazas, Javier Veiga, Mariano Peña, Juan Ibáñez Pérez	Spanish	series
tt8596744	IMDb on the Scene - Interviews	IMDb takes you on the scene with interviews featuring the cast and filmmakers of up-and-coming films.		3.0	2018–				Denzel Washington, Antoine Fuqua, Riz Ahmed, Joe Alwyn		series
tt9488376	Abandonados Asia: La Ruta del Dragón				2016					Spanish	series
tt9487616	Elke Skewe Pot		2 wins & 6 nominations.		2017		25 min		Carine Rous, Hannes Brummer, Carien Botha, Marisa Drummond	Afrikaans	series
tt9487458	Le grand échiquier	France 2 revives one of the legendary shows of French television, broadcast from 1972 to December 21, 1989, mainly on Antenne 2. Thirty years later (day to day!), Anne-Sophie Lapix takes ...			2018–				Anne-Sophie Lapix	French	series
tt9487454	Miss Shanti	Taissia Shanti likes to create art and her beautiful body is her instrument of choice. She stars in every episode, ranging from short solo clips to full-size adult productions featuring ...			2016–2020				Taissia Shanti	English, Russian	series
tt9486840	Snapperz	A band of paparazzo misfits give it their best shot in celebrity saturated Los Angeles.			2019–				Khema de Silva	English	series
tt9486794	Do Not Disturb	"Privacy is needed by all, but can all enter the private zone? Hoichoi presents ""Do Not Disturb"" narrating six stories happening at six rooms. Will you check in?"		1.0	2018–				Anindya Banerjee, Darshana Banik, Sudiptaa Chakraborty, Gaurav Chatterjee	Bengali	series
tt9486704	Black Spider-Man	When the world discovers Spider-Man is actually a black man, everyone starts to treat him a little differently.			2019–				Khaliel Abdelrahim	English	series
