Title_id	Title	Year	Rated	Runtime	Director	Actors	Plot	Language	Awards	Type	BoxOffice	Production	Website
tt9855500	Who Killed Nicole?	2019	Not Rated	112 min	Kyle Saylors	Norman Pardo, O.J. Simpson	This unflinching documentary presents shocking new evidence and stunning testimony as we follow a brand new investigation, 20 years in the making, into one of modern America's most heinous ...	English		movie			
tt9855498	Lone Wolf	2019		7 min	January Jones	Joanne Booth, Charlotte Cook, Fletcher, Karla Hillam	Determined to fit in at a sleepover, 15-year-old Sam ignores cruel taunts from mean girl Blair and her growing feelings for Willow, but she can't ignore the strange things happening to her body.	English		movie			
tt9855496	Stuart X	2019		5 min	Thibault Upton	Cate Blanchett	Stuart Iredale was born with Fragile X during the 1950s; a time when the disability was little know. At 60 years old Stuart was correctly diagnosed.	English	2 wins.	movie			
tt9855450	This Girl That Girl	2019		25 min	Manny Farmer, Ruby Mainieri	Dee Carstensen, Sascha Feinburg, Francesca Gamba, Sam Hay		English		movie			
tt9855436	Boys Club	2019		5 min	John Riddell	Adam Drummond, Tim Kurylowicz, Scarlett Richie	A trade-off captured in a single static 4 minute take.		4 wins & 2 nominations.	movie			
tt9855426	Bamboozle	2019			Jack Hoppe	Kasey Halvorson, Billy St. John, Ellyson Stolcpart	A young girl befriends a homeless man, but she soon founds out that looks can be deceiving.	English		movie			
tt9855408	Konte Mogudu Penki Pellam	1980			Subba Rao Katta	Chandramohan, Prabha, Suryakantham		Telugu		movie			
tt9855382	Dear, I Love You	2016			Sultan Malik(co-director)		A beautiful love story of Kabir Prakash and Vaishali. It deals with the sensitive topic of suicide.	Hindi		movie			
tt9855354	Break	2018			Cody McHan, Edy Recendez	Jeff Delaney, Lydia Weeks, Paul Simmons, Jamison Stalsworth		English		movie			
tt9855214	Kisan	2006			Sibi Malayil	Kalasala Babu, Bhavana, Kalabhavan Mani, Biju Menon		Malayalam		movie			
tt9855210	An Actress' Dream	1985		91 min	Jinbiao Zhang	Fangbing Lin, Xiaowei Ma, Baohe Yang, Jianwen Zhao	The policemen detect a murder case of an vain actress.	Mandarin		movie			
tt9855190	The Altruist	2020		35 min	Matt Smith	Elizabeth Jackson, Matt Smith		English	1 win.	movie			
tt9855170	Blood, Passion & Coffee	2019		123 min	Carlos Membreño	Alejandra 'Ale' Arias, Enrique Barrientos, Ethel Flores, Carlos Alberto Moncada	A story inspired by real events, which revolves around a coffee producing family (from Marcala, Honduras) in which their harvest is impacted by the plague of rust and low coffee prices. ...	Spanish		movie			
tt9855094	Roborovski	2019			Tilda Cobham-Hervey, Dev Patel			English		movie			
tt9855092	Blackout	2013		45 min	Daniel Fung Siu			English		movie			
tt9855002	Bomarzo 2007	2007		150 min	Jerry Brignone	Helena Barakovic, Gabriela Fernandez Bisso, Melissa De Santis, Giovanni Proietti	The people of the Italian town of Bomarzo undertake their daily chores while an Argentinian crew arrives. The story of the XVI century infamous hunchback Duke of Bomarzo Pier Francesco ...	Spanish, Italian		movie			
tt9854992	Saber Crecer	2017		90 min	Pedro Noah Espínola, Walt Hermosa	Pedro Noah Espínola, Walt Hermosa, Alejandra Szpecht	"""To Grow"" Saber Crecer is a Paraguayan coming-of-age film, made entirely by young adults for young adults. It tells the tale of Danny, an 18 year old high school senior who has plans to ..."	Spanish, English		movie			
tt9854870	Amnesia	2019		7 min	Curtis Carter	Andrew S. Pustea, Hugo Alyn Stephens	William Campbell has murdered his boss but has no memory of committing the crime so it's up to Detective Andrew to get him to remember and confess.	English	1 win.	movie			
tt9854846	Good Friday	2019			Kaleb Koho	Kaleb Koho, Tanner Hanson, Stephanie Johnson, Mark Haaland	A portrait of the day Jesus Christ died told through the eyes of Judas, Pilate, Mary, Barabbas, and a Centurion.	English		movie			
tt9854844	Familia Blondina	2019		106 min	Jerry Lopez Sineneng	Karla Estrada, Jobert Austria, Kira Balinger, Marco Gallo	Cindy leaves her family and moves to the US to marry an American soldier. When her husband dies, he leaves her in debt and is forced to go back to the Philippines with her three blonde ...	Filipino, Tagalog		movie			
tt9854782	Water Makes Us Wet: An Ecosexual Adventure	2019		80 min	Annie Sprinkle, Beth Stephens	Annie Sprinkle, Beth Stephens		English		movie			
tt9854770	The Journey	2019			Derya Celikkol, Sarah Leriche	Burke Brickner, Marjorie Deborah Conn, Tomi Heady, David Segarra		English		movie			
tt9854638	Mamá al volante	2019		90 min	Harold Trompetero	Juan Esteban Aponte, Gustavo Bernate, Diego Camargo, Carlos Hurtado	A young mother must work as a taxi driver while her sick husband is in charge of the house chores.	Spanish		movie			
tt9854628	Good Mothers	2019			Lorena Diaz, Kenzie Elizabeth, Wendy Mateo	Wendy Mateo, Lorena Diaz, Jasiana Caraballo, Bryanna Colon		English, Spanish		movie			
tt9854608	The Lightning Patch	2019		5 min	Tomah Mackie	David Midthunder, Lys Perez, Michael G. Martinez, Rhino Michaels	A team of construction laborers work mere feet away from dangerous high-speed traffic. When rookie laborer Julia Contreras discovers foul play within her crew, she must act quickly before speeding death strikes.	English		movie			
tt9854310	Sunny Village	2017		87 min	Yang Lin	Wang Lan, Xiao-Bo Li, Yang Lin, Ling Xie	The tale of love twists between the young and old in the countryside.	Chinese		movie			
tt9854248	Stalker	2019			Chris Andrews	Sean McGinley, Martin McCann, Brid Brennan, Ewan Mitchell	In the remote Scottish Highlands an aging stalker sets his wits and grit against a poacher who is taking the heads of his best stags.	English		movie			
tt9854246	One-way ticket	2019			Francesca Varisco	Bernadette Janssen, Frank Ritchie, Connor Mullen, Jacqueline Clements	"An old, disillusioned man plans for his ""departure"" from this world and books a one-way ticket to a hospital facility that performs euthanasia legally - but when he changes his mind, he ..."	English		movie			
tt9854130	Feliz Natal, Sr. Monstro	2019		13 min	João Pais da Silva, André Rodrigues	Luana Lima, Fernando Rodrigues	Inside an abandoned mall, a courageous little girl gets a visit from a weary Santa with plans of his own.	Portuguese		movie			
tt9854128	The Art of Being Normal	2019			Jackson LaCroix	Jackson LaCroix, Elizabeth Lee, Austin Mills	David Piper has always been an outsider. His parents think he's gay. The school bully thinks he's a freak. Only his two best friends know the real truth: David wants to be a girl. On the ...	English		movie			
tt9854102	Tsuan	2017			Yollótl Alvarado(co-director), Tania Ximena Ruiz(co-director)		The catastrophic eruption of the Chichonal volcano in 1982 triggered a process of territorial displacement, loss of language and the dispersion of knowledge of the Zoque cosmogony. The film...	Spanish		movie			
tt9854058	Shadows	2021		101 min	Michael Matteo Rossi	Krista Allen, Francis Capra, Vernon Wells, David Labrava	A young low-level drug dealer is reunited with his estranged mom and uncle to protect him when a ruthless drug kingpin puts a hit on him.	English, Spanish	4 wins & 1 nomination.	movie			
tt9854018	Lama Lo Amart Li	2017		64 min	Yael Lavie	Shoshana Shani-Lavie, Noa Lavi, Yael Lavie, Arik Lavie	A personal memoir documentary about the director's father - Israeli singer and entertainer, Aric Lavie.	Hebrew		movie			
tt9854002	Musume jûroku jazz matsuri	1954		92 min	Umetsugu Inoue	Izumi Yukimura, Roppa Furukawa, Akihiko Katayama, Tadao Takashima		Japanese		movie			
tt9853992	The Long Goodbye-The Kara Tippetts Story	2019		89 min	Jay Lyons	Kara Tippetts, Ann Voskamp, Joanna Gaines, Joni Eareckson Tada	Kara Tippetts, a wife and young mother with terminal breast cancer shares the raw edges of dying with grace, dignity and a sense of humor.	English		movie			
tt9853988	Recht van Wind	2012			Jean Olf Lammers			Dutch		movie			
tt9853946	I Saw the Hosts of the Dead	2019			Lincoln Kevin Kelly	Mason D. Davis, Ranleigh Johnson, Jyllian Petrie, Brando White		English		movie			
tt9853918	Szent Kristóf példájára	1997		119 min	Alajos Paulus			Hungarian		movie			
tt9853814	De Lo Mio	2019	TV-MA	74 min	Diana Peralta	Sasha Merci, Darlene Demorizi, Héctor Aníbal, Laura Peralta	"Two ""ride or die"" sisters raised in NYC reunite with their estranged brother in the Dominican Republic to clean out their late father's childhood home. The siblings laugh, brawl, and face ..."	English, Spanish	1 win.	movie			
tt9853790	Attention	2019			Nora Unkel	Josh Evans, Shannon Spangler				movie			
tt9853686	Black Man White Skin	2015		78 min	Jose Manuel Colón Armario	Óscar Jaenada, Ochoa Juan, Zoe Saldana	Shows the health risks and social problems African albino's face. Advocacy groups in Spain are trying to help them.	Spanish, French		movie			
tt9853632	Los Fierros	2018		90 min	Pablo González	Alejandro Buitrago, Jairo Camargo, Andrés Castañeda, Emilia Ceballos		Spanish		movie			
tt9853626	Tranzicion - art et pouvoir en Albanie	2017		52 min	Giuseppe Schillaci		A portrait of a nation throughout the life and work of its main visual artists, amongst whom the country's Prime Minister himself. Based on the artistic evolution of the last decades in ...	French, Albanian, Italian		movie			
tt9853602	Room Seven	2019			Miguel Mas	Miguel Mas	January 1 , 1991. Miguel Ángel recorded himself while committing suicide in a room that he rented to achieve his life in Hollywood as an actor and to find himself in a short term with the ...	Spanish		movie			
tt9853584	Temp Girl	2018			Edward Smyth	Amos Levin, Madeleine Mendell	Madeleine and Amos had never met. After 9 months studying abroad, she was about to leave London. So.. this was my excuse for them to meet.	English		movie			
tt9853570	Propiedad Privada	2019			Nadia Ayala Tabachnik	María Evoli, Pedro de Tavira, Mauricio Isaac, Maria Kemp	Ana and Mariano bump into each other after years of not knowing about one another. As they share a short trip on public transport, they remember the moments they spent together. They have ...	Spanish		movie			
tt9853556	Galaxies	2019			Seth Stuart	Kourtney Ryann, Seth Stuart, Cheyenne Rose Martin, Jeff Veal		English		movie			
tt9853504	Good Morning	2019		15 min	Bence Miklauzic	Marina Gera, Alexis Latham, Éva Bakos, Hegedüs Bianka	A glimpse into a morning of a single mother struggling to get her life together by learning English.	Hungarian, English		movie			
tt9853502	Petrolia	2005		21 min	Emily Richardson		Wordless, experimental film mixing eerie drones with time-lapse footage of Scottish oil refineries and offshore rigs.	English		movie			
tt9853500	Bandit	2021			Allan Ungar	Josh Duhamel	After escaping a Michigan prison, a daring career criminal assumes a new identity in Canada and goes on to rob a record 63 banks and jewellery stores while being hunted by a rogue task force. Based on the story of The Flying Bandit.			movie			
tt9853488	Jade Hunters of China	2016		50 min				English		movie			
tt9853480	Guriatã	2018		86 min	Renata Amaral	Mestre Humberto de Maracanã		Portuguese		movie			
tt9853452	Veszett idök	2001		62 min	András Fiáth	Tamás Varga, Ferenc Hujber, Henrik Pauer, Levente Kárpáti		Hungarian		movie			
tt9853374	Plan de ahorro	2018			Carlos Alfredo Lopez	Yenisia Acosta, Luis Brown, Larry Diaz, Eduardo Herrera		Spanish		movie			
tt9853264	Chorar de Rir	2019		104 min	Toniko Melo	Leandro Hassum, Otávio Müller, Monique Alfradique, Natália Lage	"Nilo Perequê is the country's leading comedian and star of the TV show ""Chorar de Rir."" After winning the award for best comedian, he decides to radically change his career, devoting ..."	Portuguese		movie			
tt9853246	Fear Filter	2019			Tracy Kleeman	Lou Lou Safran	Leah is looking for the perfect filter to send her crush, until the app detects an unknown face in the darkness.	English		movie			
tt9853204	Ophélie arrivera un peu plus tard	2019			Charles Massicotte(co-director), Lou Scamble(co-director)	Lou Scamble	-Meredith goes to people she does not know to keep a child supposed to arrive a little later.	French		movie			
tt9853118	KYrYoyekh	2014		78 min	Stepan Burnashev	Georgiy Bessonov, Dmitrii Davydov, Nikolay Konstantinov, Tatyana Leganteva		Yakut		movie			
tt9853034	Invisible Women	2019		25 min	Alice Smith		The story of the lesbian pioneers who formed the Northern branch of the GLF and put women's rights on the agenda.	English		movie			
tt9852946	Roadkill	2019			Jonathan D'Ambrosio	Nikki Rodriguez, Jonathan D'Ambrosio, Robert Ristic	A man searches for solitude in the middle of the Mojave desert.	English		movie			
tt9852644	La Fin des terres	2019		90 min	Loïc Darses	Sibel Ataogul, Jade Barshee, Carl Bergeron, Patricia Boushel	"-""La fin des terres"" de Loïc Darses donne la parole à 17 jeunes d'horizons diversifiés, qui ont en commun d'être nés trop tard pour pouvoir voter au référendum de 1995 sur la souveraineté ..."	French		movie			
tt9852562	The Art of Observation	2018		9 min	Annie Fleisch	Jenna Brando, Lulu Chouha, Mitchell Ritter, Michael D. Smith	Two young interns hoping to become police investigators take an interest in an enigmatic young woman who has become a regular at their favorite coffee shop. But when she leaves behind her ...	English		movie			
tt9852508	Viyapath Bambara	2010		120 min	Prasad De Silva	Anura Dharmasiriwardena, Uthpala Madushani, Rupun Ranadheera, Cleatus Mendis		Sinhalese		movie			
tt9852492	Irohanihoheto	1960		109 min	Noboru Nakamura	Murasaki Fujima, Yûnosuke Itô, Ryûji Kita, Kôji Mitsui		Japanese		movie			
tt9852430	The Date	2019			Stanley Wong	Daniel Gilligan, Charlotte Wallis		English		movie			
tt9852094	Unbreaking America: Solving the Corruption Crisis	2019		12 min	M.J. Delaney	Jennifer Lawrence, Josh Silver	Our government is broken, and we have to fix it. RepresentUs board member Jennifer Lawrence and Director of RepresentUs Josh Silver, walks through three lines that show what's wrong with ...	English		movie			
tt9851990	Tikiri Suwanda	2010			Sunil Aruna Weerasiri	Maleesha Samarathunga, Joe Abeywickrama, Anula Karunathilaka, Rodney Warnakula		Sinhalese		movie			
tt9851854	Major	2021			Sashi Kiran Tikka	Sobhita Dhulipala, Prakash Raj, Saiee Manjrekar, Adivi Sesh	Based on the life of Major Sandeep Unnikrishnan, who was martyred in action during the November 2008 Mumbai attacks and was consequently awarded the Ashoka Chakra, India's highest peacetime gallantry award, on 26 January 2009.	Telugu, Hindi		movie			
tt9851470	Total Recall	2003		5 min	Dominic Gagnon					movie			
tt9851426	Suba	2010			Ariyadasa Peiris	Muthu Tharanga, Manjula Moragaha, Cleatus Mendis, Apsara Botheju		Sinhalese		movie			
tt9851346	Grace Period	2017		11 min	Simon Hacker	Antonio Barrera		English		movie			
tt9851302	Contained	2019		5 min	Benjamin Cappelletti	Chloé Jouannet	A girl is locked in a cell without any escape - but why?	English		movie			
tt9851050	Sisters	2019		105 min	Prachya Pinkaew	Vasana Chalakorn, Supakorn Kitsuwon, Nannaphas Loetnamchoetsakun, Arpa Pawilai	With the younger sister being targeted by monsters, the elder sister must protect her by training hard as a Demon Hunter.	Thai		movie			
tt9850882	Don't Draw the Curtain	2019			Andrei Florescu	Tudor Oprisan, Iulia Verdes, Bogdan Albulescu, Adina Lucaciu	The Romanian Revolution of 1989 is fast approaching and Teodor, a 10-year-old boy, must face his overprotective parents to learn more about the regime change.	Romanian	1 nomination.	movie			
tt9850814	SULT	2018			Ella Alise Rogne	Marianne Lindbeck, Sarah-Stephanie	SULT (erotic horror) is a story about Vera who is desperately in love with Susanne. Vera is getting obsessed and hungry for love when her feelings are not responded. Egoism takes over and ...	English	1 nomination.	movie			
tt9850800	Kathleen Kilbane - In the Presence of a Holy Child	2019		51 min	Dominic Kennedy	Bettina Ebert Kennedy, Dominic Kennedy, Sophie Kennedy, Paul Seston	The film tells the story of a young Irish/Scottish girl, Kathleen Kilbane, who displayed an exceptional sanctity during her short life.	English		movie			
tt9850790	Trouble Nubble Gum	2022			Rostyslav Garbar		A school-boy goes to a magic land full of mysterious creatures to save lives of his friends who were transported there because of his resentment for them and his desire for revenge.	English, Ukrainian		movie			
tt9850688	Tunnel	2008			Michal Sobocinski	Grzegorz Golaszewski, Gracjan Kielar, Mariola Kukula		Polish		movie			
tt9850646	Doorbeen	2019		126 min	Ishan Chopra	Ninja, Wamiqa Gabbi, Jass Bajwa, Jasmin Bajwa	Shinda, a young man living in a small town in Punjab, looks for newer and smarter ways of smuggling liquor while also wooing the woman he is in love with.	Punjabi		movie			
tt9850582	Fear and Loathing and Party in Las Ponta Delgada	2018		30 min	Luís Sobreiro			Portuguese		movie			
tt9850564	Modus Vivendi	2005	PG-13		Alan Tracy	H.T. Altman, Bridgette Pechman, Michelle Schwantes, Zakk Burgraff	3 conflicted teenagers embark on a quest to divine a purpose to their mundane lives. In the process the teens discover more about themselves than they ever knew and face difficulties in understanding those whom they do not understand.			movie			
tt9850488	Tigers	2020		116 min	Ronnie Sandahl	Alfred Enoch, Frida Gustavsson, Liv Mjönes, Johannes Kuhnke	The true story of teenage football talent Martin Bengtsson's life-and-death journey through a modern-day football industry where everything, and everyone, has a price tag.	English, Swedish, Italian	4 wins & 1 nomination.	movie			
tt9850388	Sugartown - for a fistful of votes	2019		73 min	Kimon Tsakiris		The deposed Mayor of Zacharo (Sugartown) is running for office again. He has one week to deploy the techniques that have kept him in power for the past 12 years. His goal is to defeat his ...	Greek		movie			
tt9850386	The Bee Gees: How Can You Mend a Broken Heart	2020	TV-MA	111 min	Frank Marshall	Barry Gibb, Maurice Gibb, Robin Gibb, Peter Brown	An exploration of the history of the Bee Gees, featuring revealing interviews with oldest brother Barry Gibb, and archival interviews with the late twin brothers Robin and Maurice.	English	1 win & 3 nominations.	movie			
tt9850378	Man'najgy taptal	2015		71 min	Stepan Burnashev	Izabella Egorova, Fedot Lvov, Dmitriy Shadrin		Yakut		movie			
tt9850370	#Anne Frank Parallel Stories	2019		92 min	Sabina Fedeli, Anna Migotto	Helen Mirren, Anne Frank, Martina Gatti, Arianna Szorenyi	"It is based on five women who did survive the Holocaust but shared her same fate of ""deportation, suffering and being denied their childhood and adolescence,"" according to promotional materials."	English		movie			
tt9850344	Night Shift	2020	PG-13	98 min	Anne Fontaine	Virginie Efira, Omar Sy, Grégory Gadebois, Payman Maadi	Three officers are tasked with escorting an illegal immigrant to Charles de Gaulle airport, where he will be forced onto a plane and sent back to his homeland. But when they find out about the truth, they have to make a difficult choice.	French	1 nomination.	movie	$534		
tt9850264	Paradise War: The Story of Bruno Manser	2019		142 min	Niklaus Hilber	Sven Schelker, Charlotte Heinimann, Daniel Ludwig, Matthew Crowley	1984: Searching for an experience that goes deeper than the superficiality of modern civilization, Bruno Manser travels into the jungles of Borneo and finds it with the nomadic Penan tribe....	English, Swiss German, German	2 wins & 2 nominations.	movie			
tt9850246	Mirrewinter	2018			Renate van Laarhoven, Sandra Stockentree(co-director)	Stan Oude Alink, Marty Scherff		Dutch		movie			
tt9850220	Frankly	2020			Gary Pierrot Jr.	Braeden De La Garza, Mikayla Freiburger, Zariah Shields, Francisco Grifaldo	When Franklyn Henderson, and his two friends April Roberts, and Leslie Hooper make plans to spend their last few weeks of summer together. Franky finds himself in tough situations having to...	English		movie			
tt9850196	Andorra Liechtenstein	2017		14 min	João Costa	Lua Progano, Christina Robertson		Portuguese	1 nomination.	movie			
tt9850116	Atr-e-Dagh	2018			Ali Ebrahimi			Persian		movie			
tt9850084	Hadawatha Mal Yayai	2010		115 min	Ananda Wickramasinghe	Channa Perera, Chathurika Peiris, Tennyson Cooray, Rajiv Nanayakkara		Sinhalese		movie			
tt9850066	#DUPE#	2019								movie			
tt9850064	Children of the Sea	2019	Not Rated	111 min	Ayumu Watanabe	Mana Ashida, Hiiro Ishibashi, Seishû Uragami, Win Morisaki	A young girl is drawn into a mystery involving sealife around the world, in which two mysterious boys are somehow involved.	Japanese	2 wins & 2 nominations.	movie			
tt9850050	Charter	2020		94 min	Amanda Kernell	Ane Dahl Torp, Sverrir Gudnason, Troy Lundkvist, Tintin Poggats Sarri	After a divorce, Alice hasn't seen her children in two months as she awaits a custody verdict. When her son calls her in the middle of the night, Alice takes action, abducting the children on an illicit charter trip to the Canary Islands.	Swedish, English, Spanish	3 wins & 8 nominations.	movie			
tt9849992	Amar Premi Sheni Vijanand	1974				Rajni Bala, Jogen, Dev Kumar, Arvind Pandya		Gujarati		movie			
tt9849984	Demoniac	2019		61 min	Alexander Marais	Alexander Marais	A man comes to the slow and terrifying realization that he is possessed.	English		movie			
tt9849976	Une Soeur	2019			Alice Martin	Lisa Chabot				movie			
tt9849964	All of Them Are Troublesome Girls!	2019		79 min	Tadaaki Hôrai	Himika Akaneya, Arisa Komiya, Reiko Mutô, Yuno Ohara	Kunihiko Kunitachi is a Japanese language teacher at a high school. Kazumi Kazumiya is a student there. She doesn't have any friends at school and asks Kunihiko to be her friend. He accepts...	Japanese		movie			
tt9849854	If I Have to Die 1,000 Times	2008		55 min	Yu-Lin Wang	Pong Fong Wu	A documentary tracing the origins and subsequent suppression of the Communist party in Taiwan during the mid-20th century, and the effects on the island nation wrought by KMT rule and the White Terror.	Chinese		movie			
tt9849830	Bakugan: Battle Force	2019				Dal-su Oh, Eui-sung Kim, Sang Hyun Uhm, Byun Hee-Bong	The battle brawlers force battle the evil 10 to save the universe and their world.	Korean, English		movie			
tt9849770	Death Note	2017		10 min	Ron Ray	Kento Matsunami		English		movie			
tt9849656	Bad Resolution	2019		7 min	Steven K. Jackley	Jacob Bean-Watson, Bill Christensen, Glenn Gutman, Caroline Hudson	New Years Eve is all about Bad Resolutions most people never intend to keep. Betty however, is not like most people - And her Resolution is Evil.	English		movie			
tt9849644	Mind Thief	2020								movie			
tt9849632	Lost For Time	2019			Tyler Rozendal	Tyler Rozendal, Maegan Elena		English		movie			
tt9849630	Lysleite	2010			Anne Berit Vestby			Norwegian		movie			
tt9849512	Munchs mødre	2013		53 min	Lars Ejnar Rasmussen			Norwegian		movie			
tt9849476	Que Vida	2018		7 min	Violet Baldwin	Riley James Baldwin, Nelson Cassinger, Chris Publow		English		movie			
tt9849468	Emma	2019		7 min	Kevin Spink	Sharnee Tones, Matisse Forman, Renaud Jadin, Cmos Le		English	2 wins & 2 nominations.	movie			
tt9849444	Checked In	2019		18 min	Connor King	Jaime Adams, Michelle Bright, Trish Brummett, Henry Clarke	A lonely man checks into a hotel and decides to have a party with some strange guests and hilarity ensues.	English		movie			
tt9849402	Kömür	2019			Esmaeel Monsef		In rural northwest Iran, Gheirat, a modest charcoal producer, is pushed into a tragic spiral after his son, sentenced to jail, evades to Azerbaijan.	Azerbaijani, Turkish		movie			
tt9849374	Coven	2019			Christopher Giron	Emilie Rimmer, Katrine Fenger, Lindsay Glover, Garri Nicole Bolden	Coven is the tragic story of a witch princess who struggles with the choice of becoming queen or losing the love of her life.	English		movie			
tt9849286	Echo	2016		8 min	Aj Meadows	Scott McNew, Mitch Pace, Julie Palmer, Maalik Shakoor	A girl stuck in a time-loop. Bummer, amirite? But maybe, if she tries enough times, she can figure out how to escape.	English	2 wins.	movie			
tt9849262	A Trip	2019			Romane Simon	Paul Logan		English		movie			
tt9849230	After-School Starlight	2019			Kentarô Ohtani	Haruka Fukuhara, Ryôhei Ohtani, Taiki Satô, Yuno Ohara	Sei Saotome is a first grade high school student. She does not get along with the other students and her school life sucks in general. Things change when she meets male students Mizuki ...	Japanese		movie			
tt9849200	Still Life	2018		12 min	Charlie Lawton	Krista Barzso, Deshay Padayachey	A woman stands on a rooftop, sketching too close to the edge. A familiar stranger comes to her aid, bearing advice and Indian food.	English		movie			
tt9849194	Punishment	2019			Jonathan Everett	Jonathan Everett, Tiffany Montgomery, Courtney Holly		English		movie			
tt9849176	The Irish Comedy Tour	2019		59 min	Brad O'Connor, Derek Richards	Derrick Keane, Damon Leibert, Mike McCarthy, Derek Richards	A fast-paced, raucous ride across America with four joke-slinging entertainers who know how to party and put on a great show. Get a lighthearted look at life on the road and the high-spirited experience of being Irish in America.	English		movie			
tt9849160	Black Crow 1	2019		73 min	Toshiya Kominami	Nana Asakawa, Arisa Deguchi, Yusuke Furusawa, Aino Kuribayashi	Kazuki works as a rookie host at a host club. One of his regular customers is Mai, but she disappears. Mai has a tab of 6 million yen with the host club. The bar owner orders Kazuki to find...	Japanese		movie			
tt9849154	The sound of Raval	2009		56 min	Susana Guardiola		The Sound of El Raval is a musical documentary that aims to show the new reality that coexists in Barcelona's Raval neighborhood and the possibility of a still distant integration through ...	Spanish		movie			
tt9849122	Sriman Surdas	2018		157 min	Ashok Pati	Babusan, Buddhaditya Mohanty, Mihir Das		Oriya		movie			
tt9849032	Inside QuakeCon	2016			David Grabias			English		movie			
tt9849004	Happily	2021	R	96 min	BenDavid Grabinski	Natalie Morales, Natalie Zea, Kerry Bishé, Joel McHale	A dark romantic comedy. Tom and Janet have been happily married for years. But a visit from a mysterious stranger leads to a dead body, a lot of questions, and a tense couples' trip with friends who may not actually be friends at all.	English		movie			
tt9848990	To Win It All	2019		70 min	David Grabias			English		movie			
tt9848988	Butterflies	2019			Jillian Buchanan	Morgana Wyllie		English		movie			
tt9848972	Bilched	2019		99 min	Jeremy Cumpston	Hal Cumpston, Frederick Du Rietz, Mitzi Ruhlmann, Ewan Wall	Enter Hal's world of Sydney's Eastern Suburbs where 20 years of insane increases in property prices has realized a weirdly dichotomous socio-economic melting pot. Here, amidst the pristine ...	English	3 wins.	movie			
tt9848968	Same But Different: A True New Zealand Love Story	2019		95 min	Nikki Si'ulepa	Robyn Paterson, Hannah Martin, Michele Hine, Luci Hare	A True New Zealand Love Story based on Kiwi-Samoan writer/director Nikki Si'ulepa and producer Rachel Aneta Wills' journey in pursuit of true love.	English		movie			
tt9848962	Soldier Boy	2019		86 min	Viktoria Fanasiutina	Andrey Andreev, Viktor Dobronravov, Darya Ursulyak	The film is based on real events. This is a story about exciting events that occurred in the life of the smallest soldier - the hero of the Great Patriotic War, six-year-old Sergei Aleshkov...	Russian		movie			
tt9848948	Like no Other	2020			Aziz Ahmed			Urdu	3 wins.	movie			
tt9848946	Aruakh	2018		82 min	Khuat Akhmetov			Kazakh		movie			
tt9848876	The Steampunk Adventures of Salem Tusk	2019			Thomas Nicol	Bishop Stevens, Michael Beran, Trevor Murdoch, Rachel Pinkerton		English		movie			
tt9848804	May 13th, Night of Sorrow	1965		100 min	Tuan-Chiu Lin	Ching-Ching Chang, Yun-Ching Chen, Mei-Fung Chang, Pan-Yang Chang		Min Nan		movie			
tt9848778	The Husband's Secret	1960		102 min	Lin Tuan-Chiu			Min Nan		movie			
tt9848740	Grandpa's Hands	2019		14 min	Darren Colston	Kaleb Alexander Roberts, Stephen L. Wilson, Bill Dietz, Valiana Rose	A young professional, Jackson makes a rare visit with his Grandfather and struggles to reconnect due to his Grandfather's dementia.	English	1 nomination.	movie			
tt9848724	Akra	2019		52 min	Dimitra Babadima		A man falls into the sea to swim 140 kilometers/ His dream is to put Kastellorizo, the easternmost island of Europe, back on the Greek map. This journey will teach us how to succeed until ...	Greek	1 nomination.	movie			
tt9848718	toni_with_an_i	2019		12 min	Marco Alessi	Maddie Holliday, Mary Antony, Mya Pennicott, Gabriella Virgilio	An upbeat drama about 14-year-old oddball Toni who is having a tough time with the bullies at school. One day, the internet and a passion for performance saves her.	English	2 nominations.	movie			
tt9848690	Europe in a Tuk Tuk	2019		24 min	William Shears		Callum has just 3 months to drive a tuk-tuk through 28 European countries. Its passengers find themselves facing obscure challenges, while their Indian, three-wheeled taxi adapts to the vast landscapes of an entire continent.	English		movie			
tt9848668	Zee Van Tijd	2021			Theu Boermans	Sallie Harmsen, Reinout Scholten van Aschat, Elsie de Brauw, Gijs Scholten van Aschat	Two young people with a young child, living in the seventies, are full of ideas and dreams. They are madly in love with each other, but a disastrous accident during a sailing trip over the ...			movie			
tt9848626	Hotel Transylvania 4	2021			Derek Drymon, Jennifer Kluska	Adam Sandler, Andy Samberg, Selena Gomez	Plot unknown. Fourth installment of the 'Hotel Transylvania' franchise.	English		movie			
tt9848620	Gorillaz: Hallelujah Money	2017		4 min	Giorgio Testi	Benjamin Clémentine		English		movie			
tt9848518	Kustomonsters 2	2020			Craig Clark	William Joseph Barker, Craig Clark, Quinn Kitmitto, Monica Richards	Mummy Daddyo challenges the Kustomonsters in a road race through time.	English		movie			
tt9848452	27 Rue de Fleurus	2019			Octavio Carlin	George Benedict, Kelly Brighton, Kat Brower, Heather Compton	When Leo Stein left 27 Rue de Fleurus, he and his sister Gertrude divided their art collection. The two agreed that Leo would take sixteen Renoirs, and leave with Gertrude the Picassos, ...	English		movie			
tt9848404	When a Woman Loves a Man	2019		90 min	Jamall Rashaud McMillan	Dani Coleman, Jeffrey Creightney, Kemuel Crossty, Cheryl Frazier	Janet and Michael are a young couple trying to balance their life and love with one another. When challenges come up that threaten that bond they have to figure out how to keep their love ...	English		movie			
